fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,Red,-30.97288934,0.78630305,-4.619372437,0.97321099,-1.894132317,-0.641316163,-0.550870464,1.236291239,-1.501962726,0.756749208,-0.101865994,0.060086339,0.293999769,0.007607775
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,Red,10.15518494,26.40805972,-5.034186191,3.334458311,-2.424744542,1.94344117,-1.276844041,-0.323787976,0.170637747,0.471768214,-0.235290244,-0.202783967,0.383737967,-0.236515134
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,Red,-15.91632151,22.54860513,6.691911869,2.888458573,-2.666484852,1.986954328,-0.257979907,-1.190058269,0.734795172,1.256935552,1.255190054,-1.158910153,-0.191146763,0.159602403
7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,Red,18.8543485,20.30488372,2.51022784,3.337228045,-1.540663724,1.828697996,-0.555505146,-0.318345909,0.492816464,-0.106814756,0.759063881,-0.315187722,0.1974154,0.321409384
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,Red,-3.494643857,9.379144637,17.28913805,2.104038285,-0.987651829,0.899203558,-0.340353156,-0.176164763,-0.385543315,-0.131818412,0.321119449,0.314605034,0.499578753,-0.252401112
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,Red,-3.030529779,15.48723633,24.13951017,2.73588365,-0.105071916,0.569925605,0.389277456,-0.829545892,0.340173883,0.193991019,-0.076321404,0.20472187,0.193911487,-0.470380662
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,Red,1.018989283,13.58671972,22.68881388,1.35198311,-0.767274523,-1.498563954,-0.0527145,-0.439660442,-1.277460916,-0.308566234,-0.158697985,-0.590902214,0.535451962,-0.422724834
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,Red,-31.03710425,0.734434272,-4.734578086,1.898669469,-2.480902275,-0.099841488,-1.245343888,-0.317421726,1.408472251,2.019638481,1.229904433,-1.97798876,-0.124950243,-0.071060316
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,Red,-9.108988318,-12.20157559,14.51695783,1.450972773,-2.435297281,0.108309036,0.165407259,0.297044594,-0.573521515,0.159674966,0.600018369,-0.459024931,-0.495811666,-0.605551629
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,Red,0.942777963,13.99359039,23.02964369,2.623248167,-2.272117962,2.146624731,-0.389020294,-0.805345585,0.323744727,-0.532051147,0.202689143,-0.329285031,0.379039426,-0.474090847
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,Red,-13.77674744,21.00896968,11.61915371,1.481523915,-1.413621551,0.198339389,-0.913964669,-0.126425714,-1.196224957,-0.539412593,0.579495392,-0.338583924,0.228048965,-0.1765885
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,Red,-24.92301371,11.39977057,-11.05367346,1.798595503,-1.942271407,0.815587257,-0.542220256,-0.075730893,0.294183195,0.588237533,0.824165549,-0.975056617,0.060382383,-0.219277174
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,Red,-2.368292617,14.10112682,23.67443096,1.782579979,-0.999298151,0.693893791,-0.350490198,-0.835682327,-0.141628968,-1.066178642,-0.055755108,-0.724759309,0.29949858,0.072164789
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,Red,-13.77683842,21.00880289,11.61911713,1.481523915,-1.413621551,0.198339389,-0.913964669,-0.126425714,-1.196224957,-0.539412593,0.579495392,-0.338583924,0.228048965,-0.1765885
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,Red,-13.65801006,20.93572165,10.30812049,1.943426981,-1.273379965,0.749322465,-0.736396191,-0.24588753,0.189552235,-0.351352933,-0.690174555,0.255006476,0.253290438,-0.386535131
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,Red,16.39033731,17.54889367,12.95470561,2.342980029,-1.58064984,1.512032635,-1.162533038,-0.682721649,0.386395606,-0.768071587,-0.25332981,-0.107527497,0.514128282,-0.456672716
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,Red,-9.165256233,15.83215636,9.992070142,2.685089363,-2.054627624,2.116118382,0.313419315,-0.316210589,0.153243153,-0.393289934,0.077303107,-0.01436275,0.229073201,0.003258529
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,Red,16.39062139,17.55167,12.95456261,2.342980029,-1.58064984,1.512032635,-1.162533038,-0.682721649,0.386395606,-0.768071587,-0.25332981,-0.107527497,0.514128282,-0.456672716
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,Red,-12.96098057,-19.98282528,-13.8896015,0.399544587,-2.02343754,0.279884402,-0.735264291,0.495791328,0.78579915,-0.362550346,-0.143472031,-0.443514796,0.363665606,-0.571396061
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,Red,-11.61060675,19.22910492,8.889844696,1.893239248,-1.292075657,0.744752617,-0.581770635,-0.130116647,0.283099114,-0.51630536,-0.867805402,0.466916294,0.376759831,-0.425771869
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,Red,9.629282565,-23.77754773,-11.53985008,1.154247433,-2.260921013,-3.272183281,1.96899128,1.944311316,0.652055587,2.407519181,-5.284778331,-0.205275906,0.008096943,0.342195554
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,Red,4.913716253,26.51609167,-7.315879379,4.753010067,-2.182208345,2.365046252,-0.206019213,-0.144730492,0.4777785,2.096887004,1.363928691,-0.220422699,-8.43E-05,0.58680279
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,Red,7.872149857,26.44651676,-5.283120008,2.879784449,-1.544316254,0.816957799,-0.743936863,-0.798482133,0.036755767,0.315750982,0.173783966,-0.130839255,0.363679312,-0.210507391
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,Red,-8.941909646,19.33663639,5.620595941,3.137254253,-1.561516313,0.722883991,1.407599262,-0.750977623,0.636226492,0.535663203,0.119311919,-0.284938526,0.153142474,-0.770434887
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,Red,0.652654004,27.57091964,-6.010187762,3.369171408,-1.6652594,1.487843981,0.261313058,-0.380213798,-0.604499385,-0.290379874,-0.927562808,-0.041282058,0.266887254,0.114618531
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,Red,0.652643556,27.57062706,-6.010393152,3.369171408,-1.6652594,1.487843981,0.261313058,-0.380213798,-0.604499385,-0.290379874,-0.927562808,-0.041282058,0.266887254,0.114618531
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,Red,-10.54804893,21.70463471,-11.41646352,3.407701711,0.114103145,2.384352351,1.51825731,-0.561342274,0.990727981,1.059593174,1.719125759,0.020283244,0.153537236,-0.295076476
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,Red,-6.610501602,15.55587939,20.71374808,3.45538576,-5.149650394,-4.679352863,-1.136257342,2.581415875,2.585020868,-2.783451857,3.833004871,2.402066456,-0.593356857,0.27176747
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,Red,8.267037907,26.05157355,-4.515662668,3.800308038,-1.86981123,1.454129708,-0.087064021,-1.120138668,0.325154675,1.035355948,1.293953848,-0.043781521,0.2129288,-0.693942368
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,Red,18.85923286,20.34784267,2.524601695,3.417507675,-1.981500067,2.13507609,-0.517965375,-0.504145443,0.662904101,-0.166734926,0.613928464,-0.576272519,0.195181968,0.241025715
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,Red,-25.47164803,12.08819033,-3.733191072,1.813801614,-1.755051679,0.35048574,0.529417699,0.447834232,-1.550651684,-0.2662558,0.633517161,-0.107782024,-0.020100062,-0.07758245
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,Red,-5.910073659,19.16734101,20.99552978,2.606774953,-2.065758962,0.877930965,0.232598233,-0.151713303,-1.040151206,-0.232290239,0.006487978,-0.389971456,0.152368781,-0.163262079
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,Red,15.85393173,16.67976084,12.47918746,3.500156261,-2.424427825,1.517713531,-0.968345161,-0.377797283,1.500024651,0.186477492,0.873121269,-0.924538012,0.062965219,0.494762906
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,Red,15.85437124,16.68796394,12.4860083,3.500156261,-2.424427825,1.517713531,-0.968345161,-0.377797283,1.500024651,0.186477492,0.873121269,-0.924538012,0.062965219,0.494762906
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,Red,-13.06980366,24.10436727,-1.538327443,2.672017362,-2.244086115,1.370554629,1.487900511,-0.54134684,0.136114631,-0.977440773,-0.251503181,-0.411274997,0.085380586,-0.646823905
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5,Red,-15.4627652,-17.37734619,0.257496304,0.597514714,-2.027426058,0.174134803,-0.774898274,0.355567873,0.611801837,-0.376622831,-0.40010898,-0.345185636,0.156799614,-0.602763169
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5,Red,-3.428731942,12.22665201,11.45430252,2.750811563,-2.46998442,1.71732258,0.125486787,-0.314462217,0.531909538,-0.27827904,-0.359049982,-0.395789472,0.458030114,-0.349547911
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,Red,18.13503562,17.30871236,2.638620683,3.278618783,-0.827486816,0.039094147,0.85439748,-0.893320441,0.092299103,1.088295258,0.948134339,-0.371447951,0.240298084,0.249605269
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,Red,14.96768759,-11.59176832,0.786981838,0.620588701,-1.798250766,0.604506289,-0.260334523,0.559345241,0.360711986,0.155479823,-0.106079995,-0.564881394,-0.353477546,-0.601575488
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5,Red,18.49467833,20.82992994,2.030195904,3.193827365,-1.847099697,1.818627778,0.299890296,-0.345862508,-0.424788243,-0.319206038,-0.824662693,-0.313983378,0.33360158,0.159041448
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,Red,-21.73895035,-16.74437301,1.569173499,0.159910958,-1.966508025,-1.516820773,-1.019622963,0.348367847,-0.503930897,0.250491927,0.991141457,-0.459309853,0.246752756,-1.017710722
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,Red,-20.20966793,-13.81255767,6.619715638,0.168279359,-2.077641095,-1.277383582,-1.167931476,0.271329014,-0.602409121,-0.123173075,0.760308454,-0.524905332,0.098923162,-0.907680672
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,Red,9.146663111,14.03145406,21.53608463,2.796641319,-1.388225435,0.372688233,1.26302822,-0.412815895,-0.867298091,-0.507329925,-0.411132479,-0.516541318,0.207435752,0.124163075
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,Red,-17.40521039,22.96921514,5.798054215,1.003051492,-1.135966138,-0.437796508,-0.455444845,-0.467064199,-0.975140439,-1.340298063,0.417508942,-0.653195441,0.08633907,-0.184898536
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,Red,-21.78131003,17.44102086,-1.089995678,0.865496737,-1.420410654,-0.249268255,-0.830288363,0.204063386,-1.165249427,-0.699074259,0.47674244,-0.090477063,0.247404731,-0.351462082
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,Red,4.724342293,14.99857618,23.91558449,2.755156938,-1.315319705,0.37835726,1.245951623,-0.39458494,-0.856021558,-0.52353399,-0.361450672,-0.443392739,0.177383519,0.073098169
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,Red,9.146767883,14.03133783,21.53613987,2.796641319,-1.388225435,0.372688233,1.26302822,-0.412815895,-0.867298091,-0.507329925,-0.411132479,-0.516541318,0.207435752,0.124163075
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,Red,-6.865269997,13.58195527,13.03077116,2.373990385,-2.109578156,1.225727219,-0.398188419,-0.316804565,0.443832822,-0.222484537,-0.031265708,-0.32073517,0.38851515,-0.186090541
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,Red,-6.865743255,13.58378203,13.02900218,2.373990385,-2.109578156,1.225727219,-0.398188419,-0.316804565,0.443832822,-0.222484537,-0.031265708,-0.32073517,0.38851515,-0.186090541
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5,Red,-14.22938011,18.63204952,-12.05248903,2.034153285,-2.080494651,1.003931089,0.311658869,0.38177123,0.038024934,-0.467528028,-0.05955332,-0.037667799,0.280330967,-0.210963286
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,Red,-6.865271225,13.58199835,13.03087376,2.373990385,-2.109578156,1.225727219,-0.398188419,-0.316804565,0.443832822,-0.222484537,-0.031265708,-0.32073517,0.38851515,-0.186090541
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,Red,4.784646775,13.98431886,24.34683671,3.9585335,-5.288006902,-6.646310719,0.168442913,3.086638052,3.36174462,-3.046865365,2.31093,2.346490258,-0.845407937,1.060987349
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,Red,-6.738096779,19.50111589,3.89695598,3.103339948,-0.55808028,2.456052281,0.61332539,-0.739426722,0.740393158,0.442808194,1.343214204,-1.242952005,0.117770123,0.221217402
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,Red,0.084751213,7.820378506,18.72427783,3.917424185,-0.426188128,2.816105499,0.927533796,-0.951651508,0.690082112,0.708797743,1.415029424,-1.016467319,-0.040393315,0.298919102
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,Red,4.29643767,19.32346261,21.8585559,3.218199464,-1.914565039,2.039502911,-0.851008536,-0.669812656,1.268508466,0.231798326,0.123340177,-0.711582015,0.096876415,0.077854053
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,Red,4.296439875,19.32357068,21.85856689,3.218199464,-1.914565039,2.039502911,-0.851008536,-0.669812656,1.268508466,0.231798326,0.123340177,-0.711582015,0.096876415,0.077854053
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,Red,-13.86898731,-0.243234922,-18.53307061,0.669704009,-1.875881676,0.49428134,-0.511325488,0.463016978,0.308815017,-0.693552979,-0.162274219,-0.209445112,0.541942099,-0.585633686
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,Red,-19.8200743,-4.658873096,15.44964986,1.515050386,-1.754910622,0.476850956,-0.670911317,-0.096880763,-0.021480385,0.271913692,-0.058467379,-0.485913352,-0.606147518,-0.427011684
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,Red,-2.008436628,21.89196707,21.11237886,2.344746067,-1.807958135,0.651617625,-1.417159914,-0.459578525,0.063972736,-0.348151002,0.879168341,-0.524296248,0.044387641,-0.123021521
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,Red,16.83190138,20.53120017,2.507001588,3.091623043,-1.08039806,1.551214911,-0.053665181,-1.208265226,0.732070508,-0.453716614,-0.241258057,-0.740705528,0.199620699,-0.20890888
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,Red,-2.008169042,21.89170104,21.11245108,2.344746067,-1.807958135,0.651617625,-1.417159914,-0.459578525,0.063972736,-0.348151002,0.879168341,-0.524296248,0.044387641,-0.123021521
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,Red,-13.23215859,18.41614284,16.70474848,2.566478636,-1.942584316,0.845882057,0.129754541,-0.973832168,0.631682496,-0.637524082,0.205823468,-0.768521231,-0.022608003,-0.344024755
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,Red,-13.38059413,20.86843369,10.96149177,2.453599635,-1.904089898,0.940723432,0.148610068,-0.983699658,0.636606185,-0.659799666,0.184801668,-0.741234161,-0.023320821,-0.371785622
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,Red,-26.63338225,12.25743841,1.347218113,1.67281859,-1.928216915,0.581295843,-1.088983574,-0.215124744,0.609969341,-0.178335996,-0.250627661,-0.389933477,-0.152808821,-0.24165511
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,Red,-22.7681166,-6.130117452,12.2718731,1.990992918,-2.511425476,0.227330635,0.333481303,0.35801105,-0.621824092,0.030416418,0.790989,-0.348239622,-0.53021239,-0.403907348
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,Red,-27.16523583,-8.754719581,-2.555117262,2.163816,-1.282153836,1.967776935,1.36821092,-0.123144481,0.13903469,-0.872767038,0.359435469,-0.419009904,-0.26133727,-0.36934084
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,Red,0.335486347,22.20185771,20.12179587,3.180442503,-1.728894595,2.004588821,-0.300492245,-0.466297384,0.232387204,-0.164884674,-0.134408092,-0.40046043,0.034445121,0.059909983
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,Red,-27.16393623,-8.753912787,-2.556840357,2.163816,-1.282153836,1.967776935,1.36821092,-0.123144481,0.13903469,-0.872767038,0.359435469,-0.419009904,-0.26133727,-0.36934084
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,Red,19.43059715,-11.34335552,4.098627061,1.137679523,-2.080864847,0.884472371,-0.203437591,0.501287872,0.395695058,0.436785894,0.481389222,-0.966237851,-0.733653431,-0.3639366
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,Red,19.5452111,-11.31048836,4.111928789,0.849122984,-1.893615575,0.654794145,-0.243031538,0.589102601,0.128797801,0.134236073,0.260504369,-0.684304596,-0.659574838,-0.506849575
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,Red,-17.20716123,20.15974395,16.49986155,3.059649578,-2.283486782,-2.048280547,0.743308868,0.410689904,0.239244123,-1.138486557,-0.70309786,0.566358154,-0.574669258,0.148742325
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,Red,-17.19906735,20.16726483,16.46639865,3.01248516,-2.264207096,-2.035359379,0.760114462,0.446034581,0.199587724,-1.143689996,-0.603803412,0.54637925,-0.554282201,0.160498413
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,Red,12.13958921,21.52798911,-2.830328955,4.049491897,-2.081026483,2.494163273,-0.429567951,-0.659413815,1.162312245,0.255222837,1.145866744,-0.560211159,-0.057822863,0.542025071
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,Red,-16.77277114,20.54068829,15.24692559,4.18879041,-2.832265711,-0.64836917,0.34080292,0.585455099,2.283249935,-1.73191774,2.224325033,1.042128836,-0.955328529,0.273876358
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,Red,17.38966768,23.55021306,1.140425678,4.134153679,-2.578091483,-0.811150198,0.245094052,0.483425158,1.916430163,-2.181567402,1.947762858,1.411188086,-0.451295509,0.236182094
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,Red,-1.653060724,22.11499915,20.38642858,2.149537693,-1.300872662,-0.103765838,-0.288152535,-0.305804344,-0.965367621,0.073696116,0.118161574,0.409948676,0.286931695,-0.371354493
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,Red,-27.77954651,-7.417911647,-1.044969471,2.085495291,-1.587967082,1.87387356,0.813035921,0.314219476,-0.288608231,-0.315170289,-0.279420683,0.175884397,-0.125535754,-0.421927848
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,Red,-12.66573239,19.1635987,12.5389645,3.274999726,-2.445935826,0.263003817,0.281189892,0.212237,1.898074033,-2.253620288,0.388156748,0.772525194,-0.353190367,-0.062374243
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,Red,-5.46710845,18.71423622,21.96544227,3.182245055,-1.90060182,0.926160247,1.015901366,0.450904875,-1.130499029,-0.910060257,0.395801824,0.815312,-0.009670304,0.018037456
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,Red,-22.25625878,-13.58159626,-1.386983594,2.271535774,-2.071363926,2.101590309,0.213274682,0.012338581,0.988746472,0.526199643,0.473762489,-0.731558833,-0.098787406,-0.487983324
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,Red,-5.467282061,18.71422366,21.96524154,3.182245055,-1.90060182,0.926160247,1.015901366,0.450904875,-1.130499029,-0.910060257,0.395801824,0.815312,-0.009670304,0.018037456
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,Red,-30.99738311,0.794109989,-4.286428412,2.440007775,-1.693662056,2.160158352,0.935978284,0.246222454,-0.263824174,-0.237971481,-0.052578356,0.05669121,-0.140093508,-0.323342886
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,Red,-22.1936438,20.48019467,4.938939413,0.988576661,-1.494059024,-0.571639092,-1.209644291,-0.023278604,-0.945806916,-0.536822448,0.25296604,-0.173415808,0.203133286,-0.48981995
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,Red,-22.19302152,20.47987383,4.938875585,0.988576661,-1.494059024,-0.571639092,-1.209644291,-0.023278604,-0.945806916,-0.536822448,0.25296604,-0.173415808,0.203133286,-0.48981995
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,Red,-13.26734202,24.16617148,-1.462511184,1.626611103,-1.373652832,-0.059524744,-0.19662706,-0.767344218,0.534215273,-0.218938495,0.074075308,-0.787301537,0.305770249,-0.793590573
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,Red,-13.26752479,24.16618024,-1.462500757,1.626611103,-1.373652832,-0.059524744,-0.19662706,-0.767344218,0.534215273,-0.218938495,0.074075308,-0.787301537,0.305770249,-0.793590573
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,Red,0.55376395,-15.58486454,7.407542541,1.082073389,-2.238366062,0.71454206,-0.980781346,0.135008879,1.223287487,-0.115571454,-0.070110458,-0.561861996,-0.419567901,-0.541856014
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,Red,-31.38193237,2.80062706,-1.593975032,1.164054208,-1.056588617,-1.129228606,0.458936709,0.151196081,-0.773359426,-0.385629753,0.085295194,-0.471818486,-0.137653469,-0.045221672
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,Red,11.30997405,-21.68319203,5.865971024,1.12834116,-2.031272148,1.099651971,-0.268109223,0.272118762,0.729666919,0.218901591,0.124251353,-0.597820344,-0.421921845,-0.605928281
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,Red,-31.98298312,-0.558789458,-0.11975912,2.413998005,-1.409106267,1.604518577,1.174056005,-0.334188031,0.286944797,-0.643643633,-0.086274707,-0.432648634,-0.425280596,-0.291553388
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,Red,6.761693982,22.97495501,-7.979780768,3.106254929,-0.81984658,1.844144232,-0.217832847,-0.788044023,-0.07917423,0.237532245,-0.471763471,0.25446853,0.465104978,-0.284054688
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,Red,6.132206955,25.77549656,12.71003666,1.392142435,1.00387969,-1.92033064,-0.967816646,-0.69862395,-0.782320805,0.385370573,0.733091039,0.494949496,0.485508156,-0.673437091
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5,Red,-22.55744821,20.80354905,6.483122447,3.636714748,-3.428353996,-2.194532103,0.126317265,0.454874146,2.104754515,2.124055875,-1.538882641,-0.501508787,-0.588777104,0.359362352
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,Red,-14.03654381,18.88074573,-11.85742131,1.55264587,-2.263565448,-1.13950329,-0.529303412,0.721964857,0.775656756,-0.212460152,-0.475949591,0.177575644,0.340690542,-0.155797411
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,Red,-3.201044675,16.11547763,8.9070974,1.478090785,0.50942207,-1.814213586,0.947972156,-0.546950527,-0.466857328,0.349003664,-0.765564759,-1.014735986,0.438446547,0.132229249
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,Red,8.000285135,26.49437042,-4.481327532,2.191050169,-0.992024289,-0.517126692,-0.363460447,-1.263317781,-0.427040019,-0.268687736,0.735044441,-0.190813147,0.376651446,-0.532954668
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,Red,8.000038045,26.49387075,-4.481226704,2.191050169,-0.992024289,-0.517126692,-0.363460447,-1.263317781,-0.427040019,-0.268687736,0.735044441,-0.190813147,0.376651446,-0.532954668
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,Red,-11.10809456,-14.92846738,1.703000915,1.254723786,-1.728997528,1.633253551,-0.312797353,0.169992042,0.835851154,-0.164603412,-0.121149662,-0.289010757,-0.179081545,-0.073576851
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,Red,15.40949329,19.95427242,0.781687573,2.221531481,-1.270078933,1.370268772,-1.172208269,-0.955766449,0.07690681,-0.360774962,-0.151046213,-0.00981083,0.553410618,-0.351482223
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,Red,-30.77467646,1.359785617,2.429963187,3.592763373,1.271744761,0.632525176,2.96091661,-0.318551107,0.60031633,1.152032689,-1.08817331,0.307909607,-0.762058034,-0.041287473
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,Red,-12.04160949,18.98818456,11.76301111,2.539795297,-1.720042874,0.227694373,0.221411305,-0.380218993,1.083806687,-0.958777758,-0.48516857,-0.114736601,-0.013784036,-0.106156033
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,Red,16.78473292,25.10743734,2.059513231,2.449824372,-1.049478481,-0.054089838,-0.39462281,-0.959367976,0.023495463,-0.668611677,-0.055589313,-0.356548453,0.139162466,0.00055837
